,Year,Club,Name,Pos,Base Salary,Guaranteed Compensation
2757,2013,POR,Ben Zemanski,M,73500.0,76000.0
2758,2013,DAL,Walker Zimmerman,D,75000.0,155100.0
2759,2013,POR,Sal Zizzo,F,76781.0,85987.77
2760,2013,DAL,Kyle Zobeck,GK,35125.0,35125.0
2761,2013,KC,Graham Zusi,F,350000.0,383250.0
2762,2014,DAL,Kellyn Acosta,M,55000.0,79000.0
2763,2014,VAN,Samuel Adekugbe,D,50000.0,55000.0
2764,2014,POR,Fanendo Adi,F,580800.0,593300.0
2765,2014,COL,Gale Agbossoumonde,D,48825.0,55491.67
2766,2014,DAL,Tesho Akindele,F,48500.0,48500.0
2767,2014,NE,Andre Akpan,F,48500.0,51333.33
2768,2014,VAN,Bryce Alderson,M,100000.0,115000.0
2769,2014,CHI,Alex,M,123750.0,133700.0
2770,2014,NY,Eric Alexander,M,115000.0,128750.0
2771,2014,POR,Kalif Alhassan,M,120000.0,120000.0
2772,2014,RSL,Jordan Allen,M,80000.0,90000.0
2773,2014,SEA,Osvaldo Alonso,M,400000.0,400000.0
2774,2014,NE,Kevin Alston,D,125000.0,143333.33
2775,2014,COL,Carlos Alvarez,M,73150.0,108150.0
2776,2014,ORL,Yordany Alvarez,M,48500.0,56000.0
2777,2014,CHI,Quincy Amarikwa,F,60000.0,60000.0
2778,2014,CHI,Juan Luis Anangono,F,175000.0,175000.0
2779,2014,SEA,Jalil Anibaba,D,119620.0,159620.0
2780,2014,CLB,Bernardo Anor,M,48825.0,48825.0
2781,2014,SEA,Onyekachi Apam,D,60000.0,60000.0
2782,2014,TOR,Manuel Aparicio,M,36504.0,36504.0
2783,2014,HOU,Anthony Arena,D,36504.0,36504.0
2784,2014,COL,David Armstrong,M,36504.0,36504.0
2785,2014,CLB,Jairo Arrieta,F,135000.0,135000.0
2786,2014,HOU,Corey Ashe,M,165000.0,174750.0
2787,2014,DC,Nana Attakora,D,62500.0,65575.52
2788,2014,RSL,Jeff Attinella,GK,48825.0,48825.0
2789,2014,CHV,Eric Avila,M,115000.0,135000.0
2790,2014,SEA,Michael Azira,D,48504.0,51147.54
2791,2014,CLB,Kingsley Baiden,M,36504.0,36504.0
2792,2014,RSL,Rich Balchan,D,48500.0,48500.0
2793,2014,VAN,Mehdi Ballouchy,M,65000.0,65000.0
2794,2014,SJ,Brandon Barklage,M,65000.0,68415.21
2795,2014,NE,Darrius Barnes,D,80000.0,86666.67
2796,2014,HOU,Giles Barnes,M,230000.0,241158.33
2797,2014,CHV,Leandro Barrera,F,50000.0,50000.0
2798,2014,SEA,Chad Barrett,F,80000.0,85000.0
2799,2014,CLB,Chad Barson,D,48825.0,48825.0
2800,2014,HOU,DaMarcus Beasley,D,750000.0,779166.67
2801,2014,RSL,Kyle Beckerman,M,350000.0,378750.0
2802,2014,CLB,Adam Bedell,F,36504.0,36504.0
2803,2014,VAN,Steven Beitashour,D,170000.0,177166.67
2804,2014,TOR,Kyle Bekker,M,51150.0,77400.0
2805,2014,MTL,Louis Beland-Goyette,M,36504.0,36504.0
2806,2014,RSL,Anthony Beltran,D,186450.0,186450.0
2807,2014,TOR,Joe Bendik,GK,140000.0,147375.0
2808,2014,NE,Jerry Bengtson,F,144000.0,144000.0
2809,2014,DAL,Jair Benitez,D,97875.0,97875.0
2810,2014,SJ,Victor Bernardez,D,100008.0,141608.0
2811,2014,COL,John Berner,GK,36500.0,36500.0
2812,2014,MTL,Patrice Bernier,F,165000.0,205000.0
2813,2014,PHI,Austin Berry,D,86994.0,101994.0
2814,2014,KC,Matt Besler,D,600000.0,633250.0
2815,2014,KC,Claudio Bieler,F,225000.0,225000.0
2816,2014,SJ,David Bingham,GK,85910.0,130285.0
2817,2014,DC,Steven Birnbaum,D,55000.0,85000.0
2818,2014,MTL,James Bissue,F,48500.0,48500.0
2819,2014,NY,Ambroise Bitolo,D,36500.0,36500.0
2820,2014,PHI,Andre Blake,GK,75000.0,113000.0
2821,2014,TOR,Mark Bloom,D,48825.0,48825.0
2822,2014,CHV,Carlos Bocanegra,D,300000.0,333333.33
2823,2014,CHV,Luis Bolanos,F,48504.0,48504.0
2824,2014,PHI,Corben Bone,M,48825.0,51325.0
2825,2014,HOU,Oscar Boniek Garcia,F,199992.0,258742.0
2826,2014,RSL,Nat Borchers,D,225000.0,236968.75
2827,2014,CHV,Felix Borja,F,48504.0,48504.0
2828,2014,DC,Bobby Boswell,D,189666.6,189666.6
2829,2014,NY,Ruben Bover,M,36500.0,36500.0
2830,2014,SEA,Tristan Bowen,F,65000.0,70000.0
2831,2014,TOR,Michael Bradley,M,6000000.0,6500000.0
2832,2014,NYCFC,Jeb Brovsky,M,115000.0,119000.0
2833,2014,PHI,Brian Brown,F,48504.0,53004.0
2834,2014,COL,Deshorn Brown,F,75000.0,123000.0
2835,2014,HOU,Will Bruin,F,127500.0,172500.0
2836,2014,HOU,Eric Brunner,D,130000.0,130625.0
2837,2014,COL,Edson Buddle,F,325000.0,325000.0
2838,2014,NE,Teal Bunbury,F,135000.0,233000.0
2839,2014,COL,Marc Burch,D,85000.0,85000.0
2840,2014,CHV,Bobby Burling,D,115000.0,122500.0
2841,2014,SJ,Jon Busch,GK,173250.0,184583.33
2842,2014,MTL,Evan Bush,GK,48825.0,48825.0
2843,2014,NY,Michael Bustamante,M,48825.0,48825.0
2844,2014,DAL,Walter Cabrera,D,84000.0,96000.0
2845,2014,NY,Tim Cahill,M,3500000.0,3625000.0
2846,2014,NE,Scott Caldwell,M,52313.0,59813.0
2847,2014,TOR,Steven Caldwell,D,325000.0,364166.67
2848,2014,CHV,Caleb Calvert,F,55000.0,62500.0
2849,2014,MTL,Hassoun Camara,D,215000.0,226625.0
2850,2014,VAN,Marco Carducci,GK,36504.0,36504.0
2851,2014,HOU,Servando Carrasco,M,48825.0,48825.0
2852,2014,PHI,Fred Carreiro,M,65460.0,65460.0
2853,2014,PHI,Brian Carroll,M,185220.0,185220.0
2854,2014,HOU,Tony Cascio,M,71390.0,105140.0
2855,2014,PHI,Conor Casey,F,192500.0,192500.0
2856,2014,DC,Alex Caskey,M,48825.0,48825.0
2857,2014,NY,Santiago Castano,GK,36500.0,36500.0
2858,2014,NE,Geoffrey Castillion,F,276000.0,329033.33
2859,2014,DAL,Fabian Castillo,F,70000.0,76250.0
2860,2014,SJ,Cordell Cato,F,50400.0,50400.0
2861,2014,ORL,Darwin Ceren,M,50000.0,80437.5
2862,2014,POR,Diego Chara,M,170000.0,170000.0
2863,2014,CHV,Marvin Chavez,M,200000.0,200000.0
2864,2014,NY,Ian Christianson,M,48825.0,48825.0
2865,2014,HOU,Ricardo Clark,M,288000.0,321750.0
2866,2014,CLB,Steven Clark,GK,135000.0,138333.33
2867,2014,VAN,Caleb Clarke,F,60000.0,60000.0
2868,2014,KC,Jorge Claros,M,90000.0,90000.0
2869,2014,HOU,AJ Cochran,D,57500.0,73500.0
2870,2014,CHI,Greg Cochrane,D,48500.0,48500.0
2871,2014,CHI,Razvan Cocis,M,140004.0,146670.67
2872,2014,KC,Aurelien Collin,D,275000.0,281250.0
2873,2014,NY,Bobby Convey,M,137500.0,147500.0
2874,2014,SEA,Kenny Cooper,F,200000.0,265625.0
2875,2014,CHV,Jose Erick Correa,F,70000.0,70000.0
2876,2014,DAL,Coy Craft,F,48504.0,65587.33
2877,2014,TOR,Warren Creavalle,D,90000.0,100500.0
2878,2014,MTL,Maxime Crepeau,GK,48500.0,48500.0
2879,2014,SJ,Sam Cronin,M,185000.0,187500.0
2880,2014,PHI,Danny Cruz,M,125000.0,131666.67
2881,2014,HOU,Omar Cummings,F,250000.0,264000.0
2882,2014,MTL,Mamadou Danso,D,87500.0,87500.0
2883,2014,NE,Charlie Davies,F,75000.0,78940.63
2884,2014,HOU,Brad Davis,M,345000.0,392062.5
2885,2014,VAN,Christian Dean,D,80000.0,161000.0
2886,2014,TOR,Jermain Defoe,F,6000000.0,6180000.0
2887,2014,LA,AJ DeLaGarza,D,132500.0,155000.0
2888,2014,DC,Nick DeLeon,M,85690.0,120690.0
2889,2014,CHV,Marco Delgado,M,75000.0,77500.0
2890,2014,HOU,Tyler Deric,GK,90000.0,97666.67
2891,2014,TOR,Dwayne DeRosario,M,137000.0,173000.0
2892,2014,MTL,Marco Di Vaio,F,1500000.0,2600000.0
2893,2014,DAL,Mauro Diaz,M,325000.0,411000.0
2894,2014,VAN,Mamadou Diouf,F,48500.0,61000.0
2895,2014,SJ,Yannick Djalo,M,200000.0,300000.0
2896,2014,LA,Landon Donovan,F,4250000.0,4583333.33
2897,2014,NE,Andy Dorman,M,135000.0,135000.0
2898,2014,KC,Toni Dovale,D,180000.0,185000.0
2899,2014,DC,Conor Doyle,F,48500.0,49750.0
2900,2014,HOU,Andrew Driver,M,130000.0,144583.33
2901,2014,MTL,Dilaver Duka,M,165000.0,190000.0
2902,2014,KC,Christian Duke,D,36500.0,36500.0
2903,2014,LA,Todd Dunivant,D,140000.0,160750.0
2904,2014,CHV,Matthew Dunn,M,48500.04,48500.04
2905,2014,NY,Chris Duvall,D,36504.0,36504.0
2906,2014,KC,Dom Dwyer,F,80000.0,92500.0
2907,2014,DC,Andrew Dykstra,GK,48825.0,48825.0
2908,2014,CHI,Robert Earnshaw,F,204000.0,206250.0
2909,2014,PHI,Maurice Edu,M,650000.0,650000.0
2910,2014,KC,Kevin Ellis,D,48825.0,49575.0
2911,2014,COL,Charles Eloundou,F,48825.0,53825.0
2912,2014,DAL,Andres Escobar,F,625000.0,647000.0
2913,2014,DC,Fabian Espindola,F,150000.0,150000.0
2914,2014,DC,David Estrada,F,48825.0,48825.0
2915,2014,SEA,Brad Evans,F,267665.0,293666.25
2916,2014,POR,Steven Evans,M,48825.0,53825.0
2917,2014,PHI,Fabinho,D,96000.0,100500.0
2918,2014,NE,Diego Fagundez,F,110000.0,137200.0
2919,2014,NE,Andrew Farrell,D,95000.0,176000.0
2920,2014,KC,Benny Feilhaber,M,325000.0,337187.5
2921,2014,PHI,Leo Fernandes,M,48500.0,48500.0
2922,2014,RSL,Eduardo Fernandez,GK,36500.0,36500.0
2923,2014,POR,Gaston Fernandez,F,150000.0,150000.0
2924,2014,DAL,Raul Fernandez,GK,160000.0,247500.0
2925,2014,VAN,Sebastian Fernandez,M,143000.0,143000.0
2926,2014,RSL,Robbie Findley,F,215000.0,245500.0
2927,2014,CLB,Ethan Finlay,F,50847.5,65847.5
2928,2014,CHV,Ryan Finley,F,51150.0,78650.0
2929,2014,POR,George Fochive,M,36500.0,36500.0
2930,2014,CHI,Matthew Fondy,F,48500.0,48500.0
2931,2014,SEA,Josh Ford,GK,48500.0,50239.94
2932,2014,SJ,Shaun Francis,D,55000.0,57889.79
2933,2014,CLB,Waylon Francis,D,125000.0,153875.0
2934,2014,CHI,Marco Franco,D,36500.0,36500.0
2935,2014,DC,Sean Franklin,D,178333.32,209999.99
2936,2014,SEA,Stefan Frei,GK,150000.0,150000.0
2937,2014,CLB,Ross Friedman,D,36500.0,36500.0
2938,2014,LA,Rob Friend,F,85000.0,91000.0
2939,2014,VAN,Kianz Froese,M,44004.0,48504.0
2940,2014,SJ,Michael Fucito,M,57750.0,60639.79
2941,2014,PHI,Raymon Gaddis,D,52313.0,52313.0
2942,2014,MTL,Jeremy Gagnon-Lapare,M,36504.0,40504.0
2943,2014,CLB,Romain Gall,M,48504.0,51885.93
2944,2014,POR,Bryan Gallego,D,36500.0,36750.0
2945,2014,DAL,Danny Garcia,M,55000.0,71000.0
2946,2014,RSL,Olmes Garcia,F,125000.0,125000.0
2947,2014,LA,Rafael Garcia,M,48825.0,48825.0
2948,2014,LA,Dan Gargan,D,48500.0,48500.0
2949,2014,HOU,Luis Garrido,M,150000.0,150000.0
2950,2014,CLB,Eric Gehrig,M,48825.0,48825.0
2951,2014,CLB,Kevan George,M,48825.0,48825.0
2952,2014,RSL,Luis Gil,M,220000.0,315083.33
2953,2014,RSL,Justen Glad,D,36500.0,47500.0
2954,2014,POR,Jake Gleeson,GK,66000.0,69493.44
2955,2014,TOR,Jackson Goncalves,D,150000.0,202500.0
2956,2014,NE,Jose Goncalves,D,450000.0,479375.0
2957,2014,DAL,Jesse Gonzalez,GK,48500.0,48500.0
2958,2014,SEA,Leonardo Gonzalez,D,150000.0,150000.0
2959,2014,LA,Omar Gonzalez,D,1000000.0,1250000.0
2960,2014,MTL,Santiago Gonzalez,M,50000.0,50000.0
2961,2014,SJ,Clarence Goodson,D,315000.0,342000.0
2962,2014,SJ,Andreas Gorlitz,D,90000.0,99737.19
2963,2014,RSL,Ned Grabavoy,M,160000.0,175000.0
2964,2014,RSL,Cole Grossman,M,48825.0,48825.0
2965,2014,KC,Andy Gruenebaum,GK,85000.0,85000.0
2966,2014,TOR,Nick Hagglund,D,48500.0,48500.0
2967,2014,SEA,Marcus Hahnemann,GK,65000.0,65000.0
2968,2014,COL,Marlon Hairston,M,70000.0,93000.0
2969,2014,TOR,Jeremy Hall,D,105000.0,115000.0
2970,2014,HOU,Tally Hall,GK,200000.0,213500.0
2971,2014,DC,Bill Hamid,GK,100000.0,114750.0
2972,2014,TOR,Jordan Hamilton,F,60000.0,72500.0
2973,2014,SJ,Ty Harden,D,68250.0,71665.21
2974,2014,POR,Michael Harrington,M,125000.0,125000.0
2975,2014,SJ,Atiba Harris,M,181500.0,189775.0
2976,2014,VAN,Jordan Harvey,D,123750.0,123750.0
2977,2014,DAL,Matt Hedges,D,120000.0,120000.0
2978,2014,TOR,Doneil Henry,D,75000.0,87083.33
2979,2014,NY,Thierry Henry,F,3750000.0,4350000.0
2980,2014,PHI,Cristhian Hernandez,M,72500.0,74375.0
2981,2014,SJ,Jason Hernandez,D,210000.0,213333.33
2982,2014,DAL,Moises Hernandez,D,48825.0,50450.0
2983,2014,CLB,Federico Higuain,M,580000.0,744000.0
2984,2014,COL,Kamani Hill,M,48825.0,48825.0
2985,2014,LA,Chandler Hoffman,F,48500.0,48500.0
2986,2014,DAL,Ryan Hollingshead,M,48500.0,48500.0
2987,2014,PHI,Antoine Hoppenot,F,54450.0,54450.0
2988,2014,VAN,Erik Hurtado,F,51150.0,86150.0
2989,2014,CHV,Jhon Kennedy Hurtado,D,210000.0,210000.0
2990,2014,LA,Baggio Husidic,M,90000.0,90000.0
2991,2014,CHI,Patrick Ianni,D,150000.0,150000.0
2992,2014,NE,Dimitry Imbongo,F,112500.0,122375.0
2993,2014,DC,Samuel Inkoom,D,84000.0,103875.0
2994,2014,COL,Clint Irwin,GK,75000.0,87000.0
2995,2014,LA,Stefan Ishizaki,M,200000.0,213000.0
2996,2014,NE,Larry Jackson,GK,36504.0,36504.0
2997,2014,MTL,Anthony Jackson-Hamel,F,36504.0,36504.0
2998,2014,NYCFC,Andrew Jacobson,M,180000.0,180000.0
2999,2014,SJ,Adam Jahn,F,48500.0,48500.0
3000,2014,RSL,Sebastian Jaime,F,216000.0,216000.0
3001,2014,LA,Bradford Jamieson,F,36500.0,36500.0
3002,2014,CHV,Andrew Jean-Baptiste,D,80000.0,95000.0
3003,2014,DC,Jared Jeffrey,M,65000.0,71200.0
3004,2014,POR,Jack Jewsbury,D,115000.0,132500.0
3005,2014,CLB,Hector Jimenez,M,75000.0,75000.0
3006,2014,DAL,George John,D,300000.0,326666.67
3007,2014,DC,Eddie Johnson,F,505000.0,613333.33
3008,2014,HOU,Jason Johnson,F,80000.0,121000.0
3009,2014,CHI,Sean Johnson,GK,250000.0,253000.0
3010,2014,POR,Will Johnson,F,300000.0,325000.0
3011,2014,NE,Jermaine Jones,M,3000000.0,3252500.0
3012,2014,NE,Shalrie Joseph,M,248500.0,294000.0
3013,2014,CHI,Benji Joya,M,48504.0,53504.0
3014,2014,KC,Igor Juliao,D,48500.0,48500.0
3015,2014,CHI,Hunter Jumper,D,48500.0,48500.0
3016,2014,LA,Juninho,M,325000.0,325000.0
3017,2014,TOR,Gilberto Junior,F,1145000.0,1205000.0
3018,2014,KC,Michael Kafari,M,36504.0,36504.0
3019,2014,POR,Pa Modou Kah,D,240000.0,245000.0
3020,2014,CHV,Akira Kaji,D,48504.0,48504.0
3021,2014,ORL,Kaka,M,6660000.0,7167500.0
3022,2014,CHI,Alec Kann,GK,48500.0,48500.0
3023,2014,LA,Robbie Keane,F,4500000.0,4500000.0
3024,2014,DAL,Stephen Keel,D,48825.0,48825.0
3025,2014,DC,Taylor Kemp,D,36504.0,36504.0
3026,2014,KC,Jonathan Kempin,GK,70000.0,77083.33
3027,2014,CHV,Dan Kennedy,GK,211750.0,213416.67
3028,2014,NY,Kosuke Kimura,D,105000.0,105000.0
3029,2014,CHI,Steven Kinney,D,48825.0,48825.0
3030,2014,DC,Perry Kitchen,D,143500.0,228950.0
3031,2014,COL,Chris Klute,D,75000.0,80144.1
3032,2014,COL,Zat Knight,D,120000.0,139583.33
3033,2014,NE,Brad Knighton,GK,78100.0,80700.0
3034,2014,SJ,Billy Knutsen,GK,36504.0,36504.0
3035,2014,NE,Daigo Kobayashi,M,125000.0,136666.67
3036,2014,VAN,Gershon Koffie,M,200000.0,211000.0
3037,2014,TOR,Chris Konopka,GK,60000.0,60000.0
3038,2014,DC,Chris Korb,D,90000.0,97298.33
3039,2014,SJ,JJ Koval,M,48500.0,48500.0
3040,2014,SEA,Aaron Kovar,M,48500.0,48700.0
3041,2014,MTL,Krzysztof Krol,D,153000.0,153000.0
3042,2014,KC,Eric Kronberg,GK,120000.0,120000.0
3043,2014,VAN,Matias Laba,M,300000.0,300000.0
3044,2014,COL,Nick LaBrocca,M,135000.0,153333.33
3045,2014,NY,Connor Lade,D,57750.0,61963.21
3046,2014,PHI,Michael Lahoud,M,99000.0,102333.33
3047,2014,CLB,Matt Lampson,GK,48825.0,48825.0
3048,2014,CHI,Jeff Larentowicz,D,245000.0,251000.0
3049,2014,MTL,Gorka Larrea,M,48500.04,48500.04
3050,2014,MTL,Wandrille Lefevre,M,48500.0,48500.0
3051,2014,SJ,Steven Lenhart,F,250000.0,257500.0
3052,2014,VAN,Johnny Leveron,D,80000.0,91187.5
3053,2014,VAN,Andre Lewis,M,48500.0,53500.0
3054,2014,HOU,Michael Lisch,GK,36504.0,36504.0
3055,2014,CHV,Tony Lochhead,D,125000.0,125000.0
3056,2014,SEA,Aaron Long,M,36504.0,36504.0
3057,2014,HOU,Alexander Lopez,M,90000.0,110000.0
3058,2014,RSL,Benjamin Lopez,F,48500.0,51105.43
3059,2014,KC,Mikey Lopez,M,85000.0,157000.0
3060,2014,TOR,Daniel Lovitz,M,36504.0,36504.0
3061,2014,SEA,Damion Lowe,D,57500.0,68500.0
3062,2014,DAL,Zach Loyd,M,155000.0,176666.67
3063,2014,NY,Armando Lozano,D,120000.0,130000.0
3064,2014,DAL,Peter Luccin,M,75000.0,114333.33
3065,2014,NY,Peguy Luyindula,F,90000.0,90000.0
3066,2014,PHI,Zac MacMath,GK,120000.0,120000.0
3067,2014,CHI,Mike Magee,F,350000.0,417500.0
3068,2014,PHI,Cristian Maidana,F,185000.0,198750.0
3069,2014,MTL,Calum Mallace,M,50848.0,65848.0
3070,2014,VAN,Kekuta Manneh,F,70000.0,99500.0
3071,2014,TOR,Chris Mannella,M,36504.0,36504.0
3072,2014,RSL,Kenny Mansally,F,65000.0,72000.0
3073,2014,MTL,Justin Mapp,M,162250.0,174750.0
3074,2014,PHI,Richard Marquez,D,36504.0,36504.0
3075,2014,SEA,Chad Marshall,D,270000.0,286666.67
3076,2014,DC,Collin Martin,M,55000.0,69166.67
3077,2014,COL,Jose Martin,M,230000.0,261000.0
3078,2014,MTL,Felipe Martins,M,160000.0,192500.0
3079,2014,SEA,Obafemi Martins,F,1620000.0,1753333.33
3080,2014,VAN,Darren Mattocks,F,140000.0,232000.0
3081,2014,RSL,Aaron Maund,D,36500.0,40250.0
3082,2014,PHI,Rais Mbolhi,GK,240000.0,240000.0
3083,2014,LA,Jack McBean,F,48500.0,48500.0
3084,2014,NE,Stephen McCarthy,M,101332.0,132582.0
3085,2014,NY,Dax McCarty,M,200000.0,242500.0
3086,2014,MTL,Jack McInerney,F,230000.0,294166.67
3087,2014,POR,Rauwshan McKenzie,D,48825.0,48825.0
3088,2014,PHI,James McLaughlin,M,66000.0,75000.0
3089,2014,CHV,Thomas McNamara,M,48500.0,60000.0
3090,2014,NY,Ryan Meara,GK,68250.0,69500.0
3091,2014,LA,Raul Mendiola,F,36500.0,36500.0
3092,2014,CLB,Justin Meram,F,67452.0,91827.0
3093,2014,SJ,Bryan Meredith,GK,48500.0,48500.0
3094,2014,MTL,Zakaria Messoudi,M,36504.0,36504.0
3095,2014,LA,Tommy Meyer,D,50848.0,64598.0
3096,2014,VAN,Nicolas Mezquida,M,65000.0,65000.0
3097,2014,NY,Matt Miazga,D,65000.0,71250.0
3098,2014,MTL,Eric Miller,M,57500.0,68500.0
3099,2014,NY,Roy Miller,M,200000.0,200000.0
3100,2014,CHV,Oswaldo Minda,M,150000.0,168750.0
3101,2014,VAN,Carlyle Mitchell,D,48825.0,50075.0
3102,2014,DAL,Adam Moffat,M,165000.0,176608.33
3103,2014,ORL,Kevin Molino,M,60000.0,71400.0
3104,2014,COL,Drew Moor,D,235000.0,247000.0
3105,2014,TOR,Luke Moore,F,120000.0,128333.33
3106,2014,RSL,Javier Morales,M,300000.0,300000.0
3107,2014,VAN,Pedro Morales,M,1190000.0,1410900.0
3108,2014,TOR,Ashtone Morgan,D,80000.0,92000.0
3109,2014,TOR,Justin Morrow,D,160000.0,169562.5
3110,2014,RSL,Luke Mulholland,M,55000.0,56250.0
3111,2014,COL,Brian Mullan,M,48500.0,48500.0
3112,2014,SJ,Tommy Muller,D,48500.0,48500.0
3113,2014,NE,Patrick Mullins,F,70000.0,100000.0
3114,2014,COL,Danny Mwanga,F,130000.0,171250.0
3115,2014,KC,Chance Myers,D,160000.0,185000.0
3116,2014,KC,Paulo Nagamura,M,220000.0,220000.0
3117,2014,POR,Darlington Nagbe,M,250000.0,260000.0
3118,2014,MTL,Issey Nakajima-Farran,M,90000.0,110000.0
3119,2014,POR,Michael Nanchoff,M,48825.0,48825.0
3120,2014,COL,Joe Nasco,GK,50000.0,52693.83
3121,2014,SEA,Lamar Neagle,M,110000.0,110000.0
3122,2014,DC,Lewis Neal,M,100000.0,106440.63
3123,2014,COL,John Neeskens,D,42504.0,42504.0
3124,2014,NE,Stephen Neumann,M,65000.0,86250.0
3125,2014,NE,Lee Nguyen,M,175000.0,193750.0
3126,2014,PHI,Vincent Nogueira,M,330000.0,330000.0
3127,2014,CHV,Michael Nwiloh,D,36504.0,36504.0
3128,2014,CHI,Patrick Nyarko,F,265000.0,284500.0
3129,2014,CHI,Sanna Nyassi,M,147000.0,154625.0
3130,2014,NY,Marius Obekop,M,36500.0,41500.0
3131,2014,VAN,Andy O'Brien,D,250000.0,280000.0
3132,2014,TOR,Dominic Oduro,F,250000.0,251666.67
3133,2014,SEA,Sean Okoli,F,48500.0,48750.0
3134,2014,PHI,Amobi Okugo,M,145000.0,228000.0
3135,2014,KC,Lawrence Olum,M,48825.0,48825.0
3136,2014,COL,Shane O'Neill,M,56250.0,67750.0
3137,2014,KC,Ike Opara,D,97500.0,103750.0
3138,2014,DC,Kofi Opare,D,48500.0,48500.0
3139,2014,POR,Danny O'Rourke,D,55008.0,55008.0
3140,2014,TOR,Bradley Orr,D,75000.0,75000.0
3141,2014,TOR,Jonathan Osorio,M,135000.0,142599.68
3142,2014,MTL,Karl Ouimette,D,48825.0,48825.0
3143,2014,VAN,David Ousted,GK,250000.0,266156.25
3144,2014,HOU,Brian Ownby,M,48825.0,48825.0
3145,2014,CLB,Daniel Paladini,M,75000.0,76666.67
3146,2014,KC,Erik Palmer-Brown,D,48500.0,49000.0
3147,2014,POR,Norbeto Paparatto,D,100000.0,100000.0
3148,2014,SEA,Marco Pappa,M,75000.0,75000.0
3149,2014,DC,Jeff Parke,D,215000.0,235500.0
3150,2014,CLB,Michael Parkhurst,D,275000.0,300000.0
3151,2014,SEA,Kevin Parsemain,F,48504.0,54486.81
3152,2014,CHI,Logan Pause,M,75000.0,75000.0
3153,2014,MTL,Heath Pearce,D,100000.0,100000.0
3154,2014,POR,Taylor Peay,D,36500.04,36500.04
3155,2014,CHV,Agustin Pelletieri,M,90000.0,90000.0
3156,2014,LA,Jaime Penedo,GK,135000.0,138562.5
3157,2014,DAL,Michel Pereira,M,120000.0,141500.0
3158,2014,DAL,Blas Perez,F,335000.0,359250.0
3159,2014,SJ,Matias Perez,M,216000.0,216000.0
3160,2014,LA,Brian Perk,GK,60000.0,63125.0
3161,2014,MTL,Troy Perkins,GK,250000.0,271833.33
3162,2014,NY,Damien Perrinelle,D,100008.0,100008.0
3163,2014,KC,Jacob Peterson,F,110000.0,114833.33
3164,2014,PHI,Zach Pfeffer,M,75000.0,85000.0
3165,2014,MTL,Ignacio Piatti,M,387500.0,387500.0
3166,2014,SJ,Jean Baptiste Pierazzi,M,240000.0,240000.0
3167,2014,COL,Thomas Piermayr,D,70008.0,74429.56
3168,2014,SEA,Gonzalo Pineda,M,80000.0,80000.0
3169,2014,CHI,Victor Pineda,M,60000.0,66742.42
3170,2014,SJ,Pablo Pintos,D,60000.0,122500.0
3171,2014,RSL,Joao Plata,F,70000.0,70000.0
3172,2014,CLB,Emanuel Pogatetz,D,360000.0,372500.0
3173,2014,CHI,Florent Pongolle,F,72000.0,81000.0
3174,2014,DC,Chris Pontius,M,350000.0,381000.0
3175,2014,DC,Kyle Porter,M,52313.0,60955.71
3176,2014,POR,Alvas Powell,D,48828.0,48828.0
3177,2014,COL,Dillon Powers,M,95150.0,127650.0
3178,2014,ORL,Tommy Redding,D,36500.0,44000.0
3179,2014,SEA,Dylan Remick,D,36500.0,36500.0
3180,2014,CHV,Nigel Reo-Coker,D,400000.0,446500.0
3181,2014,CHI,Kyle Reynish,GK,74000.0,78316.67
3182,2014,PHI,Pedro Ribeiro,M,36504.0,36504.0
3183,2014,LA,Leonardo Ribeiro Da Silva,D,105000.0,105000.0
3184,2014,TOR,Ryan Richter,F,48500.0,48500.0
3185,2014,POR,Donovan Ricketts,GK,260000.0,260000.0
3186,2014,POR,Liam Ridgewell,D,1200000.0,1200000.0
3187,2014,LA,James Riley,D,80000.0,80000.0
3188,2014,CHI,Chris Ritter,M,48500.0,48500.0
3189,2014,CHV,Martin Rivero,M,50004.0,50004.0
3190,2014,TOR,Quillan Roberts,GK,36504.0,36504.0
3191,2014,DC,Jalen Robinson,D,55000.0,67000.0
3192,2014,NY,Luis Robles,GK,100000.0,125000.0
3193,2014,MTL,Adrian Lopez Rodriguez,D,240000.0,291250.0
3194,2014,LA,Robbie Rogers,F,160000.0,167500.0
3195,2014,DC,Chris Rolfe,F,210000.0,225000.0
3196,2014,MTL,Andres Romero,F,60000.0,60000.0
3197,2014,VAN,Mauro Rosales,M,450000.0,450000.0
3198,2014,SEA,Andy Rose,M,48825.0,48825.0
3199,2014,LA,Brian Rowe,GK,48825.0,48825.0
3200,2014,NE,Kelyn Rowe,M,100000.0,181000.0
3201,2014,LA,Charlie Rugg,F,48500.0,48500.0
3202,2014,KC,Soony Saad,F,51150.0,51150.0
3203,2014,RSL,Alvaro Saborio,F,360000.0,453333.33
3204,2014,HOU,Bryan Salazar,F,48825.0,49825.0
3205,2014,RSL,Carlos Salcedo,D,48500.0,48500.0
3206,2014,VAN,Omar Salgado,F,100000.0,141868.67
3207,2014,SJ,Shea Salinas,M,130000.0,133333.33
3208,2014,NY,Lloyd Sam,F,136500.0,136500.0
3209,2014,VAN,Ethen Sampson,D,36504.0,36504.0
3210,2014,NE,Jossimar Sanchez,D,36504.0,36504.0
3211,2014,COL,Vincente Sanchez,F,210000.0,286666.67
3212,2014,RSL,Devon Sandoval,F,48500.0,48500.0
